fnlwgt,sum
145409,328
124963,410
229431,11
277583,15
178202,40
322674,160
168794,88
184756,98
173212,45
152493,70
171215,88
347623,40
289148,80
231052,35
36340,24
377754,40
128478,130
195978,40
195000,130
130057,205
145636,103
103643,75
136866,45
183686,20
220783,60
54826,20
113062,47
195922,40
231491,75
176724,40
37345,36
270339,35
204497,75
184335,60
187715,96
159479,55
152234,40
104521,80
224185,40
276559,70
226989,80
591711,88
152641,40
217647,40
335973,40
33608,30
180032,80
48495,87
273929,100
186221,35
102821,80
387844,40
104025,18
82572,100
207367,40
177951,48
99399,25
208826,139
364563,40
286020,45
302438,40
281768,34
358837,40
82628,12
146586,60
328239,40
35378,90
310889,105
126501,95
83033,45
188436,258
323627,17
274800,60
99138,38
311512,15
254809,32
29174,40
99096,38
121768,35
314240,40
225385,40
304643,20
67433,140
204277,88
194200,115
161463,80
226129,50
278514,42
354784,20
177595,40
176189,40
329759,40
77313,78
168569,90
205396,4
81548,40
194773,90
292590,45
222020,158
141657,75
473748,55
95917,25
92593,25
186813,40
154863,150
226388,40
100933,80
78786,10
133239,40
98215,40
77884,160
101119,110
173208,25
99549,40
202956,80
247752,40
186624,40
146906,50
311914,40
31848,130
132686,275
377850,65
102610,112
410439,119
500002,45
82743,55
169002,55
85902,40
115418,45
231263,135
143731,72
46814,38
49156,60
88419,40
196894,40
141745,40
188941,40
195956,35
189225,40
200190,175
112731,40
195118,35
200497,45
77661,40
243484,28
198867,40
191288,15
198824,75
352834,55
82815,3
177858,173
197656,45
199426,57
266134,12
240698,100
168212,110
380614,93
180771,35
282602,40
162651,80
95393,20
206298,40
118972,50
151087,40
337721,8
158301,60
400635,20
240612,70
226288,40
82531,40
354351,80
328060,40
177226,8
162915,50
226422,40
163021,40
166662,95
249087,40
298995,35
92886,40
123901,40
137733,75
334585,40
230248,65
273362,40
183258,40
32776,40
262749,75
401762,55
188064,35
28053,25
443742,60
142573,70
114079,84
200639,40
73190,20
256362,125
401531,35
73986,20
356824,80
373553,42
353352,40
148606,35
167716,99
476391,40
254547,70
117471,40
185452,165
222641,40
102953,95
557644,40
282660,40
118365,10
151053,120
27409,50
106169,50
69525,20
264600,45
139514,75
333676,50
173960,42
223999,40
137900,35
189610,52
374983,40
158284,110
107096,50
195329,35
201844,40
176863,40
227471,24
116365,20
109390,70
25139,40
387776,40
191460,40
193372,40
243743,40
340234,40
144521,40
232475,215
305619,40
403391,60
122745,40
284616,40
152046,75
28791,90
211231,48
197850,24
43599,20
174717,90
157813,58
359327,50
324546,39
152461,92
224393,55
87518,60
62507,52
315971,85
283037,90
284741,30
116878,130
329301,55
95435,125
159768,40
407043,40
119890,30
401886,20
156084,40
133584,120
94662,44
31389,12
188576,80
341846,50
37237,120
263831,40
433906,40
174394,20
106938,38
50990,30
87209,60
230429,35
198822,35
216697,32
162840,20
78859,60
52537,68
195253,85
134671,80
96452,100
30381,45
210906,40
152569,36
169204,40
199674,40
415037,65
278480,40
159574,45
246439,180
203828,150
170988,55
164156,55
358461,40
212206,48
272671,50
160623,40
564135,40
303973,15
72619,90
68539,40
122206,205
212563,25
167106,115
336215,25
113823,80
262439,35
71305,40
43909,80
161815,35
362795,80
116991,40
176469,38
188343,80
32922,60
181810,40
206074,45
267138,40
124751,44
30237,40
89083,40
135520,40
190401,40
256866,88
210940,45
290593,40
31161,40
254781,40
24264,38
232855,77
159929,80
368949,40
352882,70
642830,32
132393,40
172050,16
102058,165
186565,50
31732,95
163787,55
208528,30
252813,45
33394,35
254293,125
123778,48
106843,30
60981,69
405362,38
225193,223
119545,50
462832,80
68899,40
93535,40
251804,30
152744,80
571017,15
205939,82
130749,40
115498,65
197054,90
267086,52
233856,45
192732,20
167358,15
95918,40
32537,40
182123,44
32916,100
210313,118
218542,160
340091,111
230574,25
116528,30
266070,170
224886,122
174702,35
301031,40
424494,55
204668,25
197023,40
199011,72
189564,43
423460,36
219510,32
693066,15
149049,85
82285,40
153127,10
211531,50
127573,38
150560,40
41838,40
140583,110
194612,25
156403,40
81145,125
207791,20
93476,110
113094,40
429897,45
574271,63
337693,40
378723,55
170125,40
243476,40
407495,126
108082,40
53271,40
73025,30
205527,20
44861,40
26803,84
284166,210
135308,40
194636,348
281860,40
30599,50
156580,77
320818,120
249385,10
381583,85
174073,40
37646,105
60186,40
99872,80
350379,40
163480,40
165599,88
342946,38
40641,100
183213,60
171986,15
97030,65
273324,16
185885,15
435835,55
175759,130
270147,40
110723,25
195023,80
239612,20
216469,50
36960,40
283510,45
99307,93
64148,41
80564,60
117381,377
426467,40
36397,55
476334,88
124090,40
187188,60
263612,40
34722,103
189551,40
232719,140
103596,179
462255,40
75363,40
152109,108
197565,35
56340,60
175133,40
353213,60
152968,40
80167,40
241185,108
73493,40
327902,100
109277,88
178623,146
133403,95
317083,45
214838,135
174181,20
195136,72
292370,50
278220,40
116489,60
558490,40
163595,95
140985,55
362623,40
208378,40
267404,40
74334,40
184306,135
60890,49
158813,60
155761,8
112900,40
180150,85
177119,169
414991,70
287420,60
387068,40
207676,40
443508,143
208266,40
198965,118
159931,45
101890,40
257726,40
117148,40
161538,35
109067,40
140845,40
152529,40
350387,115
191856,125
83850,40
106627,50
316663,50
170846,120
209301,40
161311,30
264939,45
141797,40
183000,124
189911,40
172152,25
339473,60
345911,40
293114,40
293291,50
172991,105
174413,40
428499,50
124259,40
145638,40
277034,100
209782,40
159522,40
379062,12
117201,52
176986,24
127184,20
319280,160
191822,50
226135,40
200445,40
200117,130
280410,40
219906,25
194682,50
378104,40
142646,23
140035,40
247685,40
185079,50
116103,137
197372,60
254134,40
180342,165
46857,40
28225,58
30246,20
222182,45
171968,250
150566,44
566537,40
224629,30
289984,55
97831,4
239876,40
284952,43
157569,40
32528,215
283731,40
231180,195
177905,257
75256,40
185413,40
276221,80
340787,40
304030,40
411652,40
284871,40
36186,40
216825,25
151771,40
279636,90
105804,40
283237,40
106151,40
194167,40
196403,10
150084,110
187279,44
538319,40
205733,100
205604,30
170915,40
113147,40
306785,40
176998,75
369825,75
325171,35
122889,50
323811,55
195891,145
108713,40
256274,40
236021,170
183205,45
210031,40
287878,26
104272,40
296749,45
128645,40
177907,165
36270,185
695411,44
47541,70
53738,60
200047,35
59146,88
185039,42
297485,40
197080,68
83727,48
211968,212
275445,50
158752,50
32763,15
430554,50
243921,40
269318,140
122246,111
205970,60
333530,80
156874,27
228395,20
220832,58
264210,20
116662,80
79387,50
104613,50
236940,40
83046,58
194004,95
88278,50
208657,40
457237,40
435604,40
58744,60
356838,152
202721,40
122075,50
348420,40
105491,40
203322,38
106679,100
196912,40
93997,85
315977,40
212759,22
231962,40
84587,40
252930,42
410114,80
59932,40
75993,40
96299,45
25864,75
97883,175
98678,15
422933,37
309284,40
301369,40
348960,176
314052,38
314645,68
174788,40
180446,80
204984,135
212304,88
354201,40
402306,32
180931,30
249078,40
126566,40
234327,40
120590,45
200153,295
306215,40
52052,50
503675,60
132320,165
186611,40
191318,40
73670,52
369027,45
163101,45
405765,40
144594,80
173924,40
229051,129
191479,40
186648,60
154120,265
525878,40
224424,80
307643,40
414525,60
187327,40
75648,55
187479,55
140282,8
172046,140
106548,50
125905,80
76144,50
184682,128
114230,40
279802,43
279041,50
205852,170
163015,20
157617,80
549349,40
259089,40
374764,60
197905,90
207058,37
23646,40
106723,40
308027,80
215232,10
195201,50
509060,40
113323,120
191276,40
180220,60
154194,40
152933,45
199947,102
65950,40
189916,70
229376,40
162834,45
449101,30
66095,40
99925,32
113700,50
107833,40
270842,90
131591,45
498079,40
63996,40
286836,8
321856,60
341102,40
230899,80
104849,40
185520,40
265661,40
139660,37
287908,132
188352,50
81154,48
305597,245
70377,80
223637,35
326334,55
109089,147
207473,80
234220,40
188199,40
42346,59
277541,5
376540,30
226327,40
211494,40
39756,15
203408,134
325596,75
86643,95
219262,150
216214,75
231160,50
201259,65
139455,40
175837,40
138162,40
34701,40
199903,60
173652,40
233639,50
106889,30
234481,40
33397,75
143342,40
209236,36
254247,38
153066,195
297991,50
115178,55
195784,40
404616,139
200109,40
153312,50
217161,14
128348,50
224358,40
313835,40
118721,40
85708,80
634226,17
175925,240
181772,40
127895,75
360884,90
39089,50
244408,104
119033,120
408427,60
195844,90
230329,137
142383,36
238187,37
373432,98
118267,60
93125,24
366898,40
199314,40
119052,40
305379,50
196725,24
34965,12
335015,40
164309,81
359972,40
40269,40
227832,80
174767,45
249214,40
158734,30
263502,40
152420,50
396722,40
181382,83
267891,38
134331,40
343079,20
300687,80
289442,40
162678,80
179498,40
34747,35
60847,60
121523,60
305304,40
70617,10
91949,120
277760,40
194095,40
232713,30
169020,40
196269,40
35373,30
184857,56
286732,40
175325,40
308874,40
324469,40
499197,40
203139,40
183486,106
198103,80
323020,30
360593,30
196630,40
343021,65
108301,20
180572,50
205262,40
115605,50
161563,48
221059,38
78817,20
282062,80
172510,20
187560,196
212562,20
352139,53
125768,28
118486,32
445940,40
247006,97
36876,55
153927,40
201179,120
252413,32
113501,45
143459,38
247455,42
88126,129
129707,185
32627,60
296066,90
361888,265
131615,40
106742,160
28359,10
88725,40
186932,145
353244,50
241962,130
190889,40
90222,40
108569,43
143368,155
266860,165
316470,100
272913,60
145377,60
329059,90
41890,40
323639,25
222572,43
168370,40
160932,44
34248,128
32059,40
196328,125
71788,18
24763,165
342989,40
133692,40
167159,200
118567,40
311696,30
98980,40
196396,40
152004,20
321896,40
188618,25
341762,183
178272,80
82540,130
454941,40
41521,35
247552,96
77373,103
34146,68
203717,40
353358,16
483596,32
165743,45
169180,160
190403,100
240869,35
175777,40
162494,104
190765,44
141409,50
147629,105
293900,55
182314,90
232918,20
267174,40
149368,70
382802,139
100829,50
82797,95
112284,40
337666,40
172618,85
196178,40
123374,40
274916,40
148952,24
251305,80
164607,180
20098,40
177669,60
267198,16
405177,40
433491,40
177120,40
71592,80
191451,60
190541,87
273558,30
155930,115
269654,48
54953,78
175689,14
119411,190
117651,40
31965,40
217961,170
195661,54
319854,75
216522,42
201344,58
148948,45
54576,40
29865,50
23438,110
335716,40
142751,40
303388,65
192065,40
178489,45
220019,89
200603,30
86805,39
104746,76
115585,90
113198,28
135001,40
28648,40
85077,20
57640,35
199046,42
196107,30
41432,61
160674,40
218188,32
137304,40
348152,80
73411,70
102476,279
133055,30
279878,40
246862,80
434114,40
176014,50
89564,50
201986,16
145231,40
131608,90
145762,40
637222,40
33865,48
244554,75
427952,40
445168,56
313022,80
177387,40
186266,8
223327,40
374367,44
376416,80
263015,40
148645,80
125000,255
123424,40
376979,40
175720,40
114770,32
169658,21
569930,45
184424,38
206699,45
191957,80
311524,38
99141,10
188003,50
106761,45
105216,41
151504,100
210498,200
309955,50
176831,115
160916,45
113390,60
89326,40
134475,40
282063,40
205987,40
168403,80
105908,110
77209,60
205418,20
50648,35
318921,35
318351,40
199346,95
31438,86
208802,36
251421,90
44364,36
229946,40
181081,20
187635,40
333701,40
151402,70
234519,35
184513,80
244602,15
230478,70
107991,45
176101,220
180899,45
71209,45
243436,45
214284,30
382368,120
201743,61
213750,90
101338,100
41609,10
47791,42
162347,55
133917,100
98436,40
349041,40
223231,40
113301,12
187717,40
241306,125
110517,40
181337,20
213719,56
190257,93
261334,40
160962,35
172256,64
71792,40
48120,40
204405,20
101073,24
207418,50
49243,40
391926,40
118693,155
219611,90
150548,30
62932,80
202011,40
273454,40
142616,30
39150,40
192983,40
120760,40
70982,16
306889,40
284303,40
166083,40
389147,30
211032,144
311194,17
95639,80
161607,45
177522,20
84979,60
66638,50
127085,10
39610,80
44392,60
251585,55
148874,44
178472,45
197182,40
217743,40
239346,18
220696,40
178517,80
163921,144
110668,35
129345,65
170130,40
139012,240
45381,8
151790,90
292504,40
280307,20
26915,45
190508,35
50512,50
139003,12
472807,52
216657,95
77392,60
100109,85
235079,10
123270,40
362600,40
178556,56
111625,140
93415,80
89146,40
89625,45
217274,50
175262,355
160995,20
170800,177
116562,40
354558,60
299616,40
100800,145
81413,105
337469,20
494784,35
133696,198
204641,150
155094,45
255635,80
309122,75
137940,50
157881,60
342824,40
190107,56
35411,40
274830,15
30499,32
321403,40
131230,167
222900,50
184699,40
188330,203
69333,313
174386,64
36069,121
347519,55
277328,32
97562,38
207281,16
193374,160
140558,40
46870,40
244312,30
20179,40
152073,40
200973,140
424079,55
84808,40
168223,70
212210,20
98929,52
227298,45
261561,40
188391,50
478457,12
45334,70
258026,16
20953,40
29866,2
96099,80
334522,40
170529,45
257855,50
31807,40
101061,70
185821,40
153841,40
99373,80
159908,164
177018,50
419732,38
454915,120
208668,25
548303,40
537222,50
469056,25
60355,40
254221,100
203076,115
262744,40
110028,80
96552,17
321787,40
99385,80
236242,60
180283,40
119964,15
63745,40
31481,24
234743,74
30289,70
379959,80
247119,40
210525,140
111319,45
214242,230
211785,20
177651,45
150471,40
146310,90
174132,40
252046,30
21856,40
114324,40
48093,262
240763,40
165309,131
279661,35
93705,40
178107,20
192344,40
154940,85
323006,25
54334,40
122276,45
96190,40
75995,45
358701,10
204322,130
199545,15
175537,38
152568,40
147655,155
422718,40
144811,50
26973,40
190368,70
57534,40
56841,150
286282,20
196029,93
42293,30
145935,40
200316,115
221418,40
48055,40
143129,40
195327,40
192504,40
141584,100
200040,40
102412,40
236944,40
71676,1
204163,55
115306,40
94041,69
167790,40
324021,40
165622,80
155818,124
81794,40
89397,40
156953,40
225883,27
213092,40
205580,6
233428,40
223277,90
127728,150
165814,40
121468,35
236391,213
52221,40
120029,60
241153,138
192262,85
303860,20
86958,40
917220,40
114508,80
216453,45
150516,27
113530,85
492263,35
200922,40
331482,130
225526,32
193882,420
139296,40
269246,40
167658,6
46868,55
239723,45
151105,43
127779,40
114859,17
219110,46
74631,63
101812,81
257216,40
169717,45
179378,40
109053,65
110199,40
184779,60
121313,170
188650,40
186314,94
301747,30
137578,69
257562,40
391121,70
140752,115
172032,91
342084,60
187969,156
94610,30
37092,29
65716,80
286989,60
224209,30
164210,40
177895,40
392160,25
217750,35
369909,20
226916,40
139212,40
184400,60
31983,20
191779,40
161141,333
244665,90
95165,40
365916,58
337898,55
129102,50
289886,155
144116,40
95725,45
182896,40
104772,48
55890,40
174575,260
384508,90
394503,40
181943,70
209067,40
228406,80
145964,240
346909,44
33673,35
131258,50
368797,135
183151,198
149528,12
202051,92
52267,140
151989,80
29036,35
101290,40
67958,30
120617,80
166419,40
273612,45
290661,100
273435,80
207032,42
391329,30
340917,360
348148,40
424591,40
119253,65
214989,24
197060,50
164693,50
178100,80
66917,40
128884,48
173175,50
70761,40
127894,60
343059,40
181284,45
117959,40
139734,40
103440,24
218178,40
121874,105
59107,40
407138,50
35424,25
424884,30
664670,40
350661,50
104542,40
143482,105
298332,45
55527,45
143932,80
37821,100
27184,38
181666,160
254613,40
169871,45
165412,40
54472,90
169589,110
189777,40
99462,20
304602,178
135312,40
156033,35
289364,45
39986,160
85767,48
229843,20
221915,115
97741,45
350440,80
213149,40
182691,104
205570,40
44121,40
135500,40
230856,90
87643,40
234960,48
371556,40
136546,40
326379,40
197867,50
151835,105
273734,20
86373,75
198619,40
169652,67
219814,35
209040,80
110151,45
185832,94
164898,172
496743,40
97823,40
97614,40
196529,125
111883,80
137421,142
62669,55
82635,40
450580,20
59496,170
153414,40
151463,7
142411,90
159724,135
400004,100
476599,40
147612,8
301591,35
86613,20
27049,77
357437,40
202752,40
260801,20
231562,33
165346,40
326083,40
57206,20
137506,40
169101,40
239375,40
346847,40
216824,70
179646,40
204908,40
310969,40
327533,40
81232,90
82041,40
233626,25
341638,80
247676,45
138744,40
182823,30
142621,40
272182,40
438996,40
206815,40
197240,40
152752,23
22155,60
291965,40
289982,75
270587,20
241367,50
184176,28
187724,25
120902,37
108892,12
129188,5
32778,70
264710,40
178615,160
216999,140
156950,35
181855,65
226385,40
184942,50
860348,25
239947,40
322691,145
171841,100
344480,105
146391,90
126868,40
71379,35
167062,80
327518,45
195573,50
177163,50
190591,60
512771,45
307423,50
180190,46
442045,40
325923,35
133169,40
368727,40
35102,34
26929,40
196385,157
198986,40
441542,40
132565,40
170183,20
186346,90
120429,50
90406,40
221215,40
341439,60
180532,80
171111,37
155222,28
180039,20
319697,40
431515,40
210731,20
148298,50
157236,40
212506,40
179659,40
340591,40
159650,60
196745,32
156736,12
267966,50
192515,40
151484,8
153372,50
211177,20
86067,40
254973,40
176972,85
123515,40
165082,38
310773,40
214635,216
167087,40
175526,80
387779,15
219886,40
179580,76
197184,108
209507,40
75913,30
108100,25
44464,120
198197,100
79586,260
245529,40
461929,40
182178,40
137253,80
220460,100
194861,40
61431,40
159028,100
89735,80
452924,40
175653,40
134153,40
195668,35
252419,50
124956,150
188069,310
314819,40
199005,40
63685,50
294313,55
305850,40
110702,60
242859,40
36467,45
156550,60
501144,40
306908,95
441700,40
182656,40
370156,38
337599,40
67841,80
182303,50
46691,40
170797,40
189834,20
78247,90
164658,60
89806,35
186144,80
112819,40
515025,40
33429,40
167280,40
150389,40
46907,8
148900,50
186416,40
147328,60
183611,185
51461,140
105059,20
91836,85
209103,153
108328,50
408623,50
49795,45
186325,38
112176,30
35001,40
231793,38
111252,112
347814,56
105896,40
176356,30
172281,215
298301,40
174685,40
109667,40
139324,36
76313,108
87490,42
195519,25
316797,45
175406,30
431861,80
78567,30
118023,112
313749,35
232586,90
146311,40
114185,50
432555,40
137301,40
350979,40
224238,42
31359,80
132870,63
202692,40
61743,35
189656,60
194746,40
261799,45
425804,85
348144,53
285102,40
133833,65
100776,90
194097,40
133495,40
128538,51
207342,40
416577,85
303032,40
225657,24
77764,40
226196,40
80324,122
339863,93
241463,65
109633,16
157443,67
505119,40
279485,38
349169,40
169037,80
340939,80
413760,40
191271,40
101481,40
114835,60
82560,43
173192,40
72844,46
181896,40
121865,40
212114,23
367329,80
96609,40
73541,40
219718,40
124242,240
910398,40
154100,45
65160,40
209101,120
208946,169
82601,40
125926,8
128730,65
195418,40
123335,20
346693,40
202903,45
215245,37
192506,35
189763,30
124020,80
183789,40
90688,45
156294,25
280093,170
349502,45
125010,105
143516,8
218957,45
148940,40
250802,35
31533,80
190532,55
142760,40
200453,80
121602,80
48702,65
389765,60
216965,40
39014,40
464536,40
57635,42
111545,70
239038,16
225106,18
68358,32
385092,36
118876,14
94366,6
115634,40
301514,40
344743,50
275291,12
352614,40
118088,40
127610,172
179743,20
87560,50
503923,40
298871,120
234151,40
163320,40
148724,40
317660,40
312785,35
214604,42
241469,30
242713,80
23892,80
194981,36
58880,10
79019,16
177087,85
487085,40
261276,40
79448,10
157391,40
123983,448
326033,80
152030,25
279452,40
166368,40
294431,40
604506,72
271767,133
127796,35
88019,87
169129,40
57145,25
355259,40
36327,90
151365,40
65308,50
84257,50
79272,6
260960,85
314897,40
345489,55
161290,40
28221,40
289991,105
275223,80
148751,35
233923,44
158040,45
79864,20
376058,45
193047,212
155574,90
167531,50
417605,40
171467,48
249249,50
227994,39
82297,50
80945,40
126125,20
208725,82
188571,140
351278,50
175413,85
140414,40
354591,38
132749,137
255466,60
175642,80
216070,96
261293,60
180884,40
181311,40
93589,40
190903,20
197353,40
33884,40
173851,168
127805,40
205649,20
344855,20
392167,48
201599,40
480717,38
186191,236
97508,50
240817,40
219122,80
115496,60
238912,100
171852,40
282142,40
187749,60
272343,40
229287,25
30653,98
227689,64
452808,40
288679,40
265698,85
250263,30
214541,115
260782,126
348430,83
117167,53
95577,12
198478,24
152176,39
286970,40
209460,87
168098,50
215839,60
106334,40
122048,80
54683,40
264012,45
114150,40
346978,40
175331,40
401134,40
254291,150
347166,275
183066,65
636017,40
28929,24
222405,40
138190,40
281907,3
204817,35
105586,76
229341,50
165930,130
202239,95
358242,45
39223,40
357612,60
109856,50
23871,62
152375,45
462966,8
130652,25
59583,25
395736,40
110417,115
199439,45
149220,115
170012,34
82578,38
251411,40
33658,135
168723,40
33678,90
223046,100
216932,40
259583,40
123283,15
136081,100
392487,40
196174,28
303212,40
179673,60
206125,100
181902,10
174704,130
28497,110
179955,25
138537,40
29928,36
214594,40
147850,30
331527,54
127363,12
212838,65
209569,50
119913,40
363130,58
135289,153
184625,40
278617,40
131588,65
169329,40
300290,40
240081,40
103456,85
20057,78
272166,30
193379,45
302945,10
183358,40
65225,70
203637,40
31269,40
214935,40
477505,40
185459,50
111387,120
248313,40
141944,120
151408,90
192596,30
414721,23
440138,45
166497,113
348022,24
79870,40
202184,15
104112,30
270460,40
386940,40
122177,120
185366,50
161683,42
247445,85
449354,85
227945,65
117502,40
222899,40
262402,40
141301,40
77927,40
130413,15
195366,40
305657,40
214738,40
51262,75
77009,92
239390,18
40067,40
113870,180
90363,115
557853,47
288273,110
175202,24
76196,50
98726,40
107265,50
351952,20
394612,40
157466,45
148194,12
173998,98
279667,45
211349,40
86505,20
83451,30
326862,40
604537,40
86318,10
205803,40
105431,40
63184,40
221452,40
31195,20
54131,30
25505,35
321824,46
93056,40
323139,35
114937,130
167918,50
216283,80
56072,20
146603,40
237928,39
311764,70
133014,40
175370,40
184924,15
214415,40
176050,40
181974,99
154117,38
57951,30
306183,81
207537,90
216690,40
355890,55
323706,40
62438,40
111321,16
123653,12
363630,52
236977,40
257043,42
233194,40
67661,40
105794,50
174826,80
127455,48
245369,35
183916,34
100405,40
378384,60
148590,40
137354,140
190885,80
198196,40
165799,162
187440,40
129882,40
267101,60
134026,80
201263,55
112974,3
132300,40
132716,140
123178,50
37894,35
126021,20
137646,15
34574,43
255934,80
356772,40
189528,110
140571,40
192838,45
200450,100
435638,40
53206,50
89172,170
87263,55
226585,35
380687,8
178319,146
104001,40
159046,40
34364,40
36006,45
59951,40
66309,35
141453,50
199095,40
163665,220
182898,120
33886,60
57970,40
264166,45
345504,35
694812,40
126142,30
202565,137
138293,15
221626,60
134886,217
56975,84
157947,40
86872,135
436107,50
178140,45
175669,76
413297,200
311974,65
240231,40
148300,50
293073,50
279156,40
283005,40
45156,101
171550,78
101859,50
298786,40
124852,40
186172,130
208862,90
236990,40
166459,100
305781,90
290504,120
209609,188
47929,40
209770,48
71475,40
372838,40
89667,35
109814,85
142061,40
341294,40
65353,55
176262,84
32732,250
190057,40
376028,20
186959,50
190895,255
386585,60
279029,40
110145,40
280111,38
209752,55
314375,100
198741,40
279315,40
198744,40
178417,75
63552,35
292185,40
226013,80
230168,91
140121,100
27939,84
165968,30
220694,37
98637,50
102729,125
149385,30
204021,90
228320,175
248476,65
134120,80
156501,16
54377,40
83827,24
150393,75
166220,40
47086,40
221650,40
81761,22
114674,40
82946,40
188950,155
156653,55
32954,36
170939,40
246226,40
232024,115
228516,45
182862,80
34626,40
204829,85
183765,210
173992,45
99434,52
273792,57
38455,80
33124,163
379485,45
116372,60
142424,40
202125,40
153082,30
116375,40
102976,40
239415,35
158545,27
195897,230
217715,3
280088,40
78855,40
393965,25
193775,38
107737,100
162606,35
236055,35
325353,42
178818,60
198841,250
115912,40
104413,20
106554,40
193237,45
160724,304
193152,40
137232,50
411068,35
50649,50
206888,50
354075,50
312767,40
205145,40
187322,213
129042,40
124590,40
213722,187
35448,97
163189,80
109881,20
140045,40
287681,101
196501,50
155983,105
493034,90
317847,90
388023,38
195946,40
172230,40
240226,40
205338,40
181032,40
197886,150
337992,50
133846,40
120985,75
102268,45
167835,98
167990,245
123325,40
121821,40
52636,80
184596,50
351161,185
205704,35
231438,12
365613,10
108468,60
195124,290
139190,50
152540,77
171091,90
151627,45
221336,120
36302,100
189041,40
335979,18
341410,15
337940,40
121889,20
256609,40
214555,40
247082,50
153908,40
112074,45
201197,45
277974,35
213307,115
324019,40
181388,80
123856,49
186884,30
234657,40
346321,45
259505,80
122922,90
112271,215
224361,200
215297,45
365110,20
269354,25
447882,20
300816,20
82778,40
33221,25
231495,95
118696,40
141706,40
56904,45
30447,95
439608,40
255191,125
98725,92
181153,35
142233,35
511331,38
229300,48
127592,40
110998,146
186733,50
188986,64
48010,40
224854,40
292307,40
104660,85
162189,40
306790,80
284582,40
374116,111
214816,140
52262,80
194710,80
304246,70
101562,140
255424,60
767403,40
301637,40
87205,128
336571,40
174744,40
335183,40
152231,45
285750,85
32639,20
18827,40
57512,133
115792,55
170350,40
171351,40
180272,35
203393,35
321333,40
32212,43
26109,28
230545,70
243612,40
266091,97
258550,40
389254,80
211154,157
29276,24
393673,50
29361,83
189072,45
222311,55
104729,48
137651,40
358465,40
265881,40
137428,105
282549,40
87905,40
236543,202
105592,97
94113,165
395078,40
234286,40
219967,40
135138,40
188507,40
248011,40
210828,30
450924,40
95226,50
152171,10
173839,60
162312,326
136841,35
188246,512
262515,20
183780,40
97855,50
47857,90
188108,40
260954,30
409902,25
182273,80
126978,40
232308,125
108658,125
198686,42
196243,40
193144,36
302579,30
189183,80
449576,48
181408,10
181597,40
216934,40
75695,60
122094,15
133248,14
133461,40
155961,73
241765,60
168936,32
205499,122
193494,298
32981,40
77759,15
338013,40
163110,145
98051,54
227178,25
142914,75
140237,40
30433,35
211222,40
288132,35
57898,70
181091,350
502316,40
336984,17
160158,8
34532,30
298037,44
147473,40
112554,45
204556,40
148320,40
136819,80
227915,33
156802,60
68469,40
218916,50
170050,40
49837,40
355569,50
285671,25
168539,240
226624,60
85251,45
184183,40
80163,20
207321,20
201117,50
146196,40
238680,55
357145,48
331381,40
228253,10
160216,87
215115,80
179137,39
314092,48
215546,55
334032,50
34402,105
250976,40
54411,50
320451,238
326064,35
205195,60
52187,70
256649,40
291509,28
405913,40
293550,40
195298,50
168837,64
170376,85
57723,30
240358,60
271572,52
216908,64
219546,176
98466,35
228255,30
157778,35
212232,40
141221,25
241825,46
289309,48
172375,38
475322,100
336643,170
195148,40
374524,155
378460,80
144218,60
241360,80
137225,40
64289,40
168262,218
234901,230
290641,50
206206,40
134793,50
30008,140
190650,140
170104,50
300760,50
280146,20
340428,75
226922,30
31826,45
324173,50
32668,43
53123,25
101996,40
46746,70
42298,40
167098,40
123207,64
49069,40
124836,36
257790,38
114157,40
90230,20
185798,48
420282,40
152246,148
355865,50
45784,11
136684,30
40077,50
270194,100
323790,205
43952,38
53707,40
320386,40
220860,45
240809,56
167749,40
195744,138
177331,80
210959,40
123992,85
246038,40
55492,30
37353,40
115971,90
191291,40
199806,40
102541,40
42706,202
163333,35
153602,40
187346,80
243841,40
102533,40
294907,40
110594,40
188693,75
57071,40
599629,40
350254,40
189565,50
288548,50
277530,40
193583,60
257942,140
175507,30
191149,137
190836,90
290226,85
213258,105
214985,40
407759,40
87250,40
217455,40
287031,160
123965,40
212582,16
136262,50
206951,230
269243,40
116640,20
37683,57
179352,35
211360,30
33688,70
133625,80
346275,43
302473,40
306967,65
97474,20
159001,30
128059,50
69579,20
213427,40
447346,86
208049,40
225580,20
604045,40
199495,140
192755,20
134906,32
215150,50
188928,40
161638,40
78036,65
256908,25
144688,50
36011,30
314007,120
47199,24
424012,40
320124,40
58683,165
162595,45
142964,20
290688,92
240988,80
129387,40
227070,88
226871,90
263024,40
200042,40
34748,20
190423,20
223352,30
364548,88
308296,20
94936,40
62333,40
314422,30
332194,40
213464,40
218357,38
257980,40
240183,20
180656,80
306031,40
184833,75
111979,87
99697,40
98524,85
175266,40
209214,75
126446,30
77247,50
254630,80
190568,36
299080,40
229987,32
118550,33
112668,20
58654,40
40000,44
257277,38
46044,40
98037,40
130007,40
251923,15
170769,150
134524,45
182689,40
79874,53
196308,64
191024,70
205706,80
41504,40
143807,40
348491,80
165475,40
199368,50
220213,40
67450,40
53447,40
147500,40
205005,60
194205,40
59829,25
193868,50
417136,40
128485,40
191659,65
465507,40
41973,5
185106,40
206052,40
319831,60
132879,345
173005,139
179313,30
224541,40
223671,55
120270,40
184723,75
35662,70
241523,45
119848,40
107308,40
248588,40
81578,80
391874,40
281792,40
210610,40
205267,40
183241,45
190333,160
104440,40
341395,20
250552,40
